id,dimension,text,rater_one,rater_two,rater_three,average_score
AU01.001863,d1_illness_beliefs,"Das sind wirklich harte Gedanken, die ich nachvollziehen kann. Ich finde, dass sie das Ganze im kulturellen Kontext sehen, ist vollkommen okay. Wenn ich überlege, dass sie geflohen sind und dass das Geld von ihren Eltern da ist und dass sie jetzt ein ungutes Gefühl haben und jetzt kommt der Stress dazu, dass sie nicht schlafen können. Das ist vollkommen okay, dass sie solche Gedanken haben. Wirklich. Wollen wir mal schauen, was wir daraus machen können?",2,2,2,2.0
AU01.001891,d1_illness_beliefs,"Sie haben jetzt gerade gesagt, Sie brauchen jemanden, der Sie von der Panikattacke befreit und ich möchte Ihnen gerne helfen und am Anfang haben Sie aber gesagt, Sie glauben, das bringt gar nicht so viel, irgendwie an Ihren Gedanken zu arbeiten und für mich klingt das fast ein bisschen widersprüchlich, weil das ja ein guter Ansatz ist, um Ihnen bei den Panikattacken zu helfen, dass wir uns ein bisschen genauer diese Gedanken angucken und ich finde, es ist aber kein Widerspruch, dass Sie sich um Ihre Familie kümmern wollen, das ist ja erstmal sehr löblich, wenn Ihnen Ihre Familie wichtig ist, aber genauso möchte ich ja, dass es Ihnen gut geht und dass Sie sich hier besser fühlen und außerdem, wenn Ihnen die Familie so wichtig ist, Sie können sich doch bestimmt besser um die kümmern, wenn es Ihnen selber auch besser geht, oder?",1,2,1,1.333
AU01.001892,d1_illness_beliefs,"Also es stimmt zwar, dass ich Expertin bin für das, was ich studiert habe, das ist Psychologie, Psychotherapie, aber sie sind ja trotzdem Experte für sich selbst. Ich möchte ihnen wirklich gerne helfen, aber in ihren Kopf reingucken kann ich leider nicht, das funktioniert so nicht. Deswegen ist es ganz ganz wichtig, dass wir hier zusammenarbeiten, damit das in der Therapie funktionieren kann.",2,2,2,2.0
AU01.001893,d1_illness_beliefs,"Also es klingt ja erst mal so, als würde da grad ganz schön viel bei Ihnen zusammenkommen. Das tut mir erst mal ziemlich leid und das ist ja echt nicht schön für jemanden, dann irgendwie so viel irgendwie ertragen zu müssen und ja, das mit dem Zufall tatsächlich ist es so, dass wenn es einem psychisch nicht so gut geht, dass das auch Einflüsse auf so körperliche Beschwerden haben kann. Also das muss ich Ihnen leider sagen, dass das zusammenhängen kann, aber ich finde, da kann man ja auch dann gut dran ansetzen, wenn wir zusammenarbeiten und wenn es zu Ihrer Stimmung ein bisschen besser geht, dann kann das auch sein, dass es körperlich für Sie dann leichter wird.",1,2,2,1.667
AU01.001913,d1_illness_beliefs,"Wenn Sie jetzt so ein Einsamkeitsgefühl erleben, das glaube ich Ihnen, dass Ihnen das jetzt in dem Moment auch viel schlimmer vorkommen kann als alles, was Sie da in der Beziehung so erlebt haben.",2,2,2,2.0
AU01.001916,d1_illness_beliefs,"Vielleicht dürfen Sie ja in der Therapie trotzdem auch mal eine Chance geben. Vor mal ein paar Stunden machen, ein paar Gespräche. Sehen Sie es vielleicht als Experiment? Vielleicht gibt es da so eine Offenheit in Ihnen, da mal was Neues auszuprobieren. Auch wenn Sie das als Strafe Gottes sehen. Das dürfen Sie ja auch.",0,2,2,1.333
AU01.001950,d1_illness_beliefs,"Sie haben also den Eindruck, dass das ganz schön viel mit Ihnen gemacht hat, dieser Kontaktabbruch, das sehr viel Stress ausgelöst hat.",3,2,2,2.333
AU01.001951,d1_illness_beliefs,"Ja, ich glaube, das können wir nur zusammen herausfinden, was Ihnen fehlt. Ich kann Ihnen noch ein paar Fragen stellen und dann schauen wir, wo die Reise hingeht gemeinsam.",1,2,2,1.667
AU01.001952,d1_illness_beliefs,"Mhm. Das macht erst mal Sinn, dass wir gemeinsam schauen, wann die Panikattacken auftreten, was davor passiert ist, wie es, ja, dass wir uns die Gesamtsituation auch mal anschauen. Dazu würde ich Ihnen gerne noch ein paar Fragen stellen.",3,2,2,2.333
AU01.001953,d1_illness_beliefs,"Ja, ich kann gut verstehen, dass Sie jetzt nach dem Beziehungsende einsam sind und vielleicht sollten wir uns einen Moment der Einsamkeit zuwenden und dann einfach nochmal gucken, ob Ihnen die Beziehung wirklich gut getan hat.",1,2,1,1.333
AU01.001955,d1_illness_beliefs,"Ich merke gerade, dass Sie sehr, sehr, sehr verunsichert sind in Bezug darauf, ob ich Ihnen helfen kann. Ja, das kann ich auf der einen Seite ganz gut verstehen. Auf der anderen Seite lassen Sie mich noch besser verstehen, warum Sie sich so bestraft fühlen.",3,3,2,2.667
AU01.001958,d1_illness_beliefs,"Ich kann gut verstehen, dass Sie so in Sorge sind und auch so resigniert sind und trotzdem weiß ich nicht so genau. Lassen Sie uns das nochmal angucken mit dem, dass Sie sich so bestraft fühlen.",1,2,2,1.667
AU01.001975,d1_illness_beliefs,"Ich kann mir vorstellen, dass das eine sehr schwierige Lebenssituation für Sie gerade ist und dass das auch sehr belastend für Sie ist. Was erhoffen Sie sich denn oder was stellen Sie sich vor, was Sie hier im Gespräch bearbeiten können? Vielen Dank.",3,4,3,3.333
AU01.001976,d1_illness_beliefs,"Ich glaube, dass es sehr frustrierend sein kann, die Krankheitsgeschichte immer wieder neu zu erzählen. Ich denke nur, dass ich Ihnen besser helfen kann, wenn ich mehr oder genaueres weiß. Ist es Ihnen lieber, wenn Sie anfangen mal zu erzählen oder wenn ich Ihnen bestimmte Fragen stelle?",3,3,2,2.667
AU01.001977,d1_illness_beliefs,"Je mehr ich über sie weiß und ich sie kennen lerne, desto besser und genauer kann ich sie behandeln. Ich denke, wenn es ihnen hilft, kann ich ihnen gerne aber auch Fragen stellen, um mehr zu erfahren.",2,1,2,1.667
AU01.001999,d1_illness_beliefs,"Wenn Sie nicht schlafen können, mit welchen Gefühlen liegen Sie denn im Bett? Beziehungsweise, welche Gefühle gehen mit diesen Gedanken einher?",2,2,2,2.0
AU01.002000,d1_illness_beliefs,"Ich habe verstanden, dass Sie zu einem Spezialisten oder einer Spezialistin in dem Fall zu mir gekommen sind. Das freut mich und trotzdem die Frage, was bringt Sie denn hier her?",1,2,3,2.0
AU01.002001,d1_illness_beliefs,"Gegen Panikattacken kann man sehr gut etwas machen. Teil des ganzen ist es auch, sich die eigenen Gedanken, Gefühle und das Verhalten anzuschauen. Und wenn es ihnen wichtig ist, für ihre Familie da zu sein, auch hierfür lohnt es sich, die Gedanken, Gefühle und das Verhalten anzuschauen. Die Panikattacken in dem Fall, weil sie dann wieder mehr Kapazitäten für ihre Familie haben.",2,2,2,2.0
AU01.002018,d1_illness_beliefs,"Ich sehe, dass Sie sehr skeptisch der Therapie gegenüber sind. Was denken Sie denn, was Sie bezüglich Ihrer Erkrankung selber machen können?",3,3,2,2.667
AU01.002019,d1_illness_beliefs,"Ich höre daraus, dass sie sich aktuell sehr einsam fühlen. Was genau vermissen sie denn jetzt gerade in ihrem Leben?",1,2,2,1.667
AU01.002020,d1_illness_beliefs,"Also, wenn ich es richtig verstehe, sind Sie gerade sehr frustriert mit unserem Fortschritt. Was glauben Sie denn, warum ich das von Ihnen nochmal hören möchte?",2,1,2,1.667
AU01.002042,d1_illness_beliefs,"Das tut mir leid, wenn Sie das so wahrgenommen haben. Wieso wollen Sie mir einmal erklären, wieso es denn jetzt so viel schlimmer ist?",1,2,1,1.333
AU01.002043,d1_illness_beliefs,"Ich finde die Gedanken total nachvollziehbar, was genau beschäftigt sie darin.",2,3,1,2.0
AU01.002046,d1_illness_beliefs,"Was genau meinen Sie damit, dass es kein Zufall sein kann? Wollen Sie mir das noch ein bisschen genauer erklären?",2,2,2,2.0
AU01.002092,d1_illness_beliefs,"Man kann verstehen, dass Sie sich fragen, woher Ihre Krankheit kommt, wieso es Ihnen so schlecht geht. Haben Sie noch andere Vorstellungen oder Überlegungen dazu, woher es kommen könnte, dass es Ihnen so schlecht geht?",4,4,3,3.667
AU01.002093,d1_illness_beliefs,"Ja, ich kann verstehen, dass Sie ungeduldig sind, dass es Ihnen jetzt schon eine ganze Weile nicht gut geht und Sie Antworten haben möchten. Für mich wichtig ist es zu verstehen, wie verschiedene Faktoren bei Ihnen zusammenwirken, wieso Sie jetzt an dieser Stelle sind, in der Sie sind. Und dazu muss ich mich mit Ihnen mehr unterhalten.",4,2,2,2.667
AU01.002094,d1_illness_beliefs,"Ja, liebe Frau X, wir hatten ja schon besprochen, dass es nicht einfach ist, die Probleme direkt anzugehen. Ich kann verstehen, dass Sie da ungeduldig sind, weil es Ihnen einfach nicht gut geht. In der Therapie ist es wichtig, dass wir da gemeinsam daran arbeiten und nicht ich alleine kann Ihre Probleme lösen, denn wir müssen da gemeinsam einen Weg finden und ich kann Sie nur dabei unterstützen. Ja, dass es Ihnen besser geht.",2,2,2,2.0
AU01.002108,d1_illness_beliefs,"Ich verstehe, dass es für Sie jetzt auch ein ganz großer Schritt ist, hier hinzukommen, wenn Sie eigentlich nicht denken, dass es hilft in Ihren Gedanken und Gefühlen zu arbeiten. Was würden Sie sich denn wünschen, wie wir in Ihren Panikattacken arbeiten, weil ich bin natürlich auch bereit darauf einzugehen.",3,4,3,3.333
AU01.002109,d1_illness_beliefs,"Da habe ich eine ganz schön große Belastung raus und ziemlich viele Schuldgefühle auch gerade ihrer Familie gegenüber. Wenn sie glauben, dass es vielleicht auch eine Bestrafung Gottes sein könnten, haben sie denn das Gefühl, dass es sich lohnt, an auch gerade den Schlafproblem zu arbeiten.",2,4,2,2.667
AU01.002110,d1_illness_beliefs,"Sie zweifeln daran, dass ich ihnen helfen kann bzw. dass die Therapie ihnen helfen kann, weil sie sagen, dass nur Gott ihnen da helfen kann. Ich kann mir vorstellen, dass es dann ganz schön frustrierend auch ist, wenn sie hier in der Therapie sitzen, aber eigentlich hinterfragen, was das alles bringen soll. Dann würde mich auf jeden Fall interessieren, was sie sich denn vorstellen, wie ich ihnen trotzdem helfen kann, einfach damit wir uns hier auch absprechen können, was denn für sie sinnvoll ist hier.",4,4,4,4.0
AU01.002147,d1_illness_beliefs,"Ja, das verstehe ich, dass sie der Kontaktabbruch zu ihrer Familie belastet. Was ist denn da ihre Vorstellung, wie es trotz des Kontaktabbruchs Ihnen wieder besser gehen könnte?",2,4,3,3.0
AU01.002148,d1_illness_beliefs,"Naja, aber um das herauszufinden, muss ich ja genau wissen, wie es Ihnen geht, was Sie so herumtreibt. Nur Gedanken lesen kann ich leider nicht, aber deswegen wäre es ganz toll, wenn Sie mir das nochmal genauer erklären, damit ich Ihnen dann auch wirklich helfen kann.",3,1,2,2.0
AU01.002149,d1_illness_beliefs,"Das verstehe ich, dass sie sich darüber Gedanken machen, dass es ihrer Familie jetzt wahrscheinlich nicht so gut geht. Aber was können wir dann vielleicht tun, damit sie trotzdem schlafen können?",1,2,3,2.0
AU01.002173,d1_illness_beliefs,"Es tut mir leid, dass es Ihnen seitdem schlecht geht. Können Sie mir beschreiben, wieso Sie den Kontakt abgebrochen haben?",1,1,2,1.333
AU01.002182,d1_illness_beliefs,"Ich kann verstehen, dass sie von den Panikattacken befreit werden wollen und dass sie sich wieder um ihre Familie kümmern wollen, aber es geht leider nicht so einfach. Um die Panikattacken zu bekämpfen, müssen wir tatsächlich die Ursache bekämpfen und die Ursache befindet sich häufig in den Gedanken und Gefühlen. Deshalb müssen wir leider über die Gedanken und Gefühle reden, sodass wir dann die Panikattacken bekämpfen können. Können Sie das nachvollziehen?",2,3,2,2.333
AU01.002183,d1_illness_beliefs,Sie wirken wirklich bedrückt von dieser Einsamkeit. Können Sie mir das ein bisschen weiter erklären? Also wie fühlt sich diese Einsamkeit an und wie merken Sie diese Einsamkeit in Ihrem alltäglichen Leben?,2,2,1,1.667
AU01.002210,d1_illness_beliefs,"Es ist sehr verständlich und normal, dass sie Schuldgefühle empfinden und auch verständlich, dass sie sich jetzt Vorwürfe machen, ihre Eltern geldlos hinterlassen zu haben. Das ist ja auch eine riesen Würde quasi, die man erstmal überwinden muss, die man wieder gut machen muss für das, was die Eltern geopfert haben. Das ist eine sehr normale Reaktion.",2,1,1,1.333
AU01.002211,d1_illness_beliefs,"Viele Patienten sind erst mal skeptisch gegenüber der Psychotherapie und was sie beschreiben, dass auch nur Gott ihnen quasi die Schuld nehmen kann oder so ähnlich, ist auch verständlich, wenn man sehr gläubig ist und religiös aufgezogen wurde. Ich würde vorschlagen, dass wir aber die Psychotherapie trotzdem vielleicht mal probieren und innerhalb der Therapie findet sich vielleicht auch ein Weg, wie sie mit ihrem Gott besser in Kontakt drehen können. Vielleicht lässt sich so auch ein Weg begleitend mit Gott finden.",2,2,1,1.667
AU01.002212,d1_illness_beliefs,"Es ist wichtig für unser weiteres gemeinsames Vorgehen, dass ich ein ganz klares Verständnis von ihrer Krankheit habe und für mich bleiben einfach noch weiterhin ein paar Fragen offen, weswegen ich noch genauer nachhaken muss und diese Details helfen uns dann auch im weiteren Verlauf die die Störung besser zu behandeln und ich kann das alles eben nicht tun ohne dass sie mit mir darüber sprechen.",3,2,2,2.333
AU01.002362,d1_illness_beliefs,"Ja, das liegt in einer schwierigen Situation. Was ging denn dem Kontaktabbruch mit der Familie voraus?",0,1,2,1.0
AU01.002363,d1_illness_beliefs,"Es ist schlimmer, einsam zu sein als in einer toxischen Beziehung.",0,1,0,0.333
AU01.002364,d1_illness_beliefs,"Wenn ich das richtig verstehe, möchten Sie an den Panikattacken arbeiten, aber nicht an Ihren Gedanken. Ist das richtig?",1,2,2,1.667
AU01.002519,d1_illness_beliefs,"Ich verstehe, was Sie meinen und tatsächlich kommt das, was Sie berichten, sehr häufig vor. Ich verstehe, was Sie berichten, sehr häufig vor.",1,1,1,1.0
AU01.002520,d1_illness_beliefs,"Ihnen ist es also sehr wichtig, dass Sie für Ihre Familie gut da sein können und ich glaube, dass Sie das am besten können, wenn es Ihnen selbst gut geht und deshalb möchte ich mir gerne anschauen, wie es Ihnen denn geht mit den ganzen vielen Aufgaben, die Sie tagtäglich haben. Vielen Dank.",1,2,2,1.667
AU01.002521,d1_illness_beliefs,"Verstehe ich es richtig, dass Sie also einen Zusammenhang sehen zwischen dem Kontaktabbruch mit Ihrer Familie und dem, wie es Ihnen heute geht. Wir können uns gerne gemeinsam anschauen, ob es da einen Zusammenhang gibt und was der Kontaktabbruch bei Ihnen ausgelöst hat und mit Ihnen gemacht hat.",4,3,3,3.333
AU01.002724,d1_illness_beliefs,"Da haben Sie jetzt eh schon einiges an Ideen auch mitgebracht, was da gerade so das Problem ist und schon ein paar Auslöseideen auch gehabt. Was müsste denn jetzt für Sie gerade passieren, dass Sie sagen, okay, es hat sich was verbessert, jetzt läuft es wieder besser. Was müsste denn passieren, dass es Ihnen wieder in verschiedenen Bereichen gut geht?",3,3,3,3.0
AU01.002725,d1_illness_beliefs,"Wie haben Sie denn bisher versucht, mit diesen Gedanken umzugehen bzw. haben Sie auch schon mal gesehen, ob diese Gedanken in spezifischen Situationen, also nach einem bestimmten Muster vielleicht auftreten bzw. von wem dieser Schuldgedanke denn hauptsächlich mal kommt. Ist das von Ihnen oder von wem anders?",2,2,1,1.667
AU01.002726,d1_illness_beliefs,"Stimmt natürlich, in dem Fall bin ich sozusagen ein Spezialist für Krankheiten, aber der Spezialist für Sie sind immer noch Sie selber. Deswegen ist es für mich sehr, sehr wichtig, dass Sie Ihre Erfahrungen und alles drum herum so genau wie möglich beschreiben, dass ich auch ein bisschen Einblick in das bekomme, was bei Ihnen schon da ist, wo Sie sagen, das erkenne ich bei mir selber. Deswegen erzählen Sie bitte gerne einfach nochmal, auch wenn es sich doppelt.",3,2,2,2.333
AU01.002800,d1_illness_beliefs,"Okay, verstehe und haben Sie eine Idee, was Ihnen dabei helfen könnte?",3,3,3,3.0
AU01.002801,d1_illness_beliefs,"Können Sie mir besser erklären, was Sie damit meinen, mit einer Strafe von Gott und würde Ihre Familie das auch so sagen oder auch so sehen, wie Sie?",2,2,3,2.333
AU01.002802,d1_illness_beliefs,"Das stimmt, da haben Sie recht, ich bin die Expertin, aber wissen Sie, bei uns in der Therapie in Europa, vielleicht kennen Sie das anders von anderen Ärzten, aber wir müssen immer ganz, ganz, ganz viel fragen, um die Menschen besser zu verstehen.",1,2,3,2.0
AU01.002816,d1_illness_beliefs,"Es tut mir leid, dass es ihnen so schlecht geht und ich habe das Gefühl, dass sie sich damit ganz schön alleingelassen fühlen und ich würde ihnen gerne versuchen zu helfen, auch wenn ich nicht weiß, ob ich das kann. Aber es gibt tolle Methoden wie Menschen, denen es so geht, wie ihnen schon geholfen wurde. Vielleicht wollen wir es trotzdem mal probieren.",2,2,3,2.333
AU01.002817,d1_illness_beliefs,"Es ist so, dass ich leider nicht die Fähigkeit habe, in ihren Kopf hineinzuschauen, auch wenn ich das gerne können wollte. Aber ich brauche sie da auf jeden Fall, dass sie mir, mit mir gemeinsam schauen, was denn die Herausforderung ist und was schwierig ist und wir gemeinsam überlegen, wie es ihnen vielleicht besser gehen könnte.",2,2,3,2.333
