id,dimension,text,text_en,rater_one,rater_two,rater_three,average_score
AU01.001486,d1_illness_beliefs,"Sie haben etwas leise gesprochen. Ich hoffe, dass ich es richtig verstanden habe. Ich versuche es auch mal nochmal zusammenzufassen. Ich habe verstanden, dass Sie sich einsam fühlen und dass Sie in einer Beziehung sind, die Ihnen nicht gut tut, aber dass Sie schon Angst haben, vielleicht etwas an der Beziehungssituation zu verändern, weil die Einsamkeit dann so groß wäre. Vielen Dank für's Zuhören!","You spoke somewhat quietly. I hope I understood it correctly. I'll try to summarize it again. I understand that you feel lonely and that you are in a relationship that is not good for you, but that you are afraid of perhaps changing something in the relationship situation because the loneliness would then be so great. Thanks for listening!",2,2,2,2.0
AU01.001487,d1_illness_beliefs,"Ja, Sie haben recht. Sie sind hier zu mir gekommen, um mit einer Expertin zu sprechen, die Ihnen helfen kann. Und am besten kann ich helfen, wenn ich noch etwas mehr über Ihre Krankheit weiß. Ja, vielleicht können Sie mir noch zwei, drei Sätze dazu sagen.","Yes, you are right. You have come to me to speak to an expert who can help you. And the best way I can help is to know a little more about your illness. Yes, maybe you can tell me two or three more sentences about that.",3,2,2,2.333
AU01.001488,d1_illness_beliefs,"Genau, also ich verstehe, dass sie Hilfe wollen und möglichst schnell, ohne viel darüber zu sprechen, weil sie ja denken, dass ich schon wissen kann, was in ihnen vorgeht, aber ich kann leider nicht so hineinschauen und es ist sicherlich für sie seltsam, darüber zu sprechen, aber versuchen sie es mal.","Exactly, so I understand that they want help and as quickly as possible without talking about it much because they think that I can already know what's going on with them, but unfortunately I can't see into it and it's certainly strange for them to talk about it, but give it a try.",2,2,2,2.0
AU01.001513,d1_illness_beliefs,"Das hört sich nach einer gar nicht so leichten Situation an, mit ganz schön viel Druck im Hintergrund. Und Sie haben die Vorstellung, dass da nicht helfen kann, dass man nur in Gedanken etwas verändert.","That doesn't sound like an easy situation, with a lot of pressure in the background. And you have the idea that it can't help, that you can only change something in your thoughts.",2,1,2,1.667
AU01.001514,d1_illness_beliefs,"Ja, deswegen sind sie auch hierher gekommen. Verstehe ich, dass sie den Wunsch haben, dass das alles von mir beantwortet wird. Leider ist es so, dass ich noch zusätzlich ihre Hilfe benötige, um herauszufinden, was da genau los ist und wie meine Hilfe am besten aussehen könnte.","Yes, that's why they came here. I understand that you want all of this to be answered by me. Unfortunately, I still need your help to find out what exactly is going on and what my help could best look like.",2,2,2,2.0
AU01.001515,d1_illness_beliefs,"Ich kann mir vorstellen, dass Sie jetzt sich einsam und traurig fühlen vor dem Hintergrund der Trennung und Sie sind jetzt hier, damit wir gemeinsam gucken können, wie kann es von hier aus weitergehen.",I can imagine that you are now feeling lonely and sad against the background of the separation and you are here now so that we can see together what can happen from here.,2,2,2,2.0
AU01.001536,d1_illness_beliefs,"Ja, das will ich auch besser verstehen.","Yes, I want to understand that better too.",0,0,1,0.333
AU01.001537,d1_illness_beliefs,"Gott kann ihnen die Kraft geben, ihre Krankheit zu lindern und zu heilen. Gott ist ja ein heilender Gott.",God can give them the strength to alleviate and heal their illness. God is a healing God.,0,2,1,1.0
AU01.001538,d1_illness_beliefs,"Sie haben viel in ihre neue Welt gesteckt, auch ihre Eltern wollten, dass es ihnen jetzt besser geht und jetzt müssen sie selbst auch daran arbeiten, dass es ihnen wieder besser geht. Und vielleicht können ihre Eltern dann zufrieden sein, wenn sie ihnen dann schreiben, wie gut es war zu gehen.","They have put a lot into their new world, their parents also wanted them to feel better now and now they themselves have to work to make them feel better again. And maybe their parents can be happy when they write to them saying how good it was to go.",1,0,1,0.667
AU01.001571,d1_illness_beliefs,"Ich versuche zu verstehen, dass sie sich jetzt schlechter fühlen als vorher, obwohl es in dieser Beziehung so schwierig war, dass jetzt die Einsamkeit für sie schwer auszuhalten ist.","I try to understand that they feel worse now than before, although things were so difficult in this relationship that now the loneliness is difficult for them to bear.",2,1,1,1.333
AU01.001572,d1_illness_beliefs,"Also diese Krankheit nehmen kann ich ihnen auch nicht, aber wir können ja schauen, ob wir gemeinsam was finden können, damit es ihnen besser geht und überhaupt schauen, wenn sie schon mal da sind, was wir denn tun können in dieser Situation.","So I can't take this illness away from them either, but we can see if we can find something together to make them feel better and see, once they're there, what we can do in this situation.",2,2,1,1.667
AU01.001573,d1_illness_beliefs,"Es tut mir sehr leid für sie, dass seit dem Abbruch des Kontakts zu ihrer Familie sie das so empfinden, dass da vieles schwierig geworden ist für sie. Ziemlich viel Stress. Wir können ja gemeinsam schauen, ob wir ihnen da helfen können und wie das alles gekommen ist.",I am very sorry for them that since they lost contact with their family they feel that a lot of things have become difficult for them. Quite a lot of stress. We can see together whether we can help them and how it all came about.,3,2,2,2.333
AU01.001675,d1_illness_beliefs,"Ich kann mir gut vorstellen, dass es für Sie schwierig war, den Kontakt zu Ihrer Familie abzusprechen und dass es Sie belastet. Wollen Sie mir vielleicht ein bisschen mehr noch darüber erzählen, wie es denn zu dem Kontaktabbruch kam?",I can well imagine that it was difficult for you to break off contact with your family and that it was stressful for you. Would you like to tell me a little more about how the break in contact came about?,2,2,3,2.333
AU01.001678,d1_illness_beliefs,"Es klingt für mich ein bisschen so, als wären sie getäuscht oder hätten sie keine guten Hoffnungen für die Therapie. Vielleicht können wir uns gemeinsam mal anschauen, warum sie denn so denken oder warum sie das Gefühl haben, dass das eben so ist.",It sounds to me a bit like they were deceived or didn't have good hopes for the therapy. Maybe we can take a look together at why they think that way or why they have the feeling that it is that way.,3,2,2,2.333
AU01.001680,d1_illness_beliefs,"Klingt für mich so, als würden sie sich sehr viel um andere Menschen kümmern und für andere Menschen da sein und da kommt bei mir ein bisschen die Frage auf, wer kümmert sich eigentlich um sie und vielleicht könnte ich ja die Person sein, die sie vielleicht einfach ein bisschen unterstützen kann.",It sounds to me like they care a lot about other people and are there for other people and that makes me wonder who actually takes care of them and maybe I could be the person who can just support them a little.,1,2,2,1.667
AU01.001695,d1_illness_beliefs,"Ich habe verstanden, dass Sie sich jetzt einsamer fühlen und dass sich das für Sie schlimmer anfühlt, als in dieser toxischen Beziehung zu verweilen. Können Sie nochmal erklären, warum die Einsamkeit sich für Sie so schwer anfühlt?",I understand that you feel lonelier now and that this feels worse to you than staying in this toxic relationship. Can you explain again why loneliness feels so difficult for you?,2,2,1,1.667
AU01.001696,d1_illness_beliefs,"Ich habe verstanden, dass sie gerade gar nicht so gerne hier sind und dass sie auch gar nicht glauben, dass ich ihnen helfen kann. Und das ist auch erstmal in Ordnung. Und sie haben gesagt, dass sie das für eine Strafe von Gott halten, dass sie jetzt so krank sind. Können sie mir einmal erklären, was sie gemacht haben, dass Gott sie so bestraft?",I understood that they don't really like being here right now and that they don't believe that I can help them. And that's okay for now. And they said that they think it's a punishment from God that they're so sick now. Can you explain to me what you did that caused God to punish you like this?,2,3,3,2.667
AU01.001697,d1_illness_beliefs,"Das klingt nach einer ganz großen Verantwortung und nach einer schweren Last, die Sie damit sich tragen. Können Sie sagen, dass Sie glauben, dass das auch eine Strafe sein könnte oder dass Sie sich das fragen, ob das vielleicht eine Strafe von Gott für Ihre vergangenen Fehler sein könnte? Ich wundere mich über diesen Zwiespalt. Können Sie vielleicht noch mal genauer erklären, was dafür spricht, dass das vielleicht eine Strafe sein könnte und was dagegen spricht, warum Sie sich da so unsicher sind?","That sounds like a very big responsibility and a heavy burden that you are carrying. Can you say that you think this could be a punishment, or that you wonder if this could be a punishment from God for your past mistakes? I am amazed at this dichotomy. Can you perhaps explain in more detail what suggests that this could possibly be a punishment and what speaks against it, why you are so unsure about it?",2,3,2,2.333
AU01.001734,d1_illness_beliefs,"Ich kann Ihre Gedanken sehr gut nachvollziehen und höre da Schuldgefühle raus. Was würden denn Ihre Eltern zu diesen Gedanken sagen, die Sie gerade geäußert haben?",I can understand your thoughts very well and I can hear feelings of guilt. What would your parents say about the thoughts you just expressed?,1,2,2,1.667
AU01.001736,d1_illness_beliefs,"Viele Menschen berichten, dass Sie sich nach einer Trennung einsam fühlen und ich glaube Ihnen, dass sich das schlimmer anfühlt als die Beziehung selbst. Haben Sie sich denn schon einmal einsam gefühlt in Ihrem Leben? Was hat da geholfen und was können wir hier dagegen tun, um damit umzugehen?",Many people report feeling lonely after a breakup and I believe you that it feels worse than the relationship itself. Have you ever felt lonely in your life? What helped and what can we do to deal with it?,1,4,3,2.667
AU01.001737,d1_illness_beliefs,"haben sie natürlich recht, es ist meine Aufgabe, ihnen zu helfen. Und ich verstehe, dass es für sie anstrengend ist oder vielleicht auch frustrierend, immer wieder darüber zu sprechen, aber ich bin ja auch gleichzeitig darauf angewiesen, besser zu verstehen, wie es in ihnen aussieht und weil sich das ja auch bei jedem unterscheiden kann. So können wir dann gemeinsam herausfinden, was ihnen fehlt.","Of course you are right, it is my job to help you. And I understand that it's tiring or perhaps frustrating for them to talk about it again and again, but at the same time I need to better understand what it looks like for them and because it can be different for everyone. This way we can find out together what they are missing.",2,2,2,2.0
