id,dimension,variant_id,model,average_score,llm_score,brief_rationale,error,attempts,runtime_seconds,timestamp
AU01.002802,d1_illness_beliefs,V1_full_manual_baseline,qwen3-30b-a3b-instruct-2507,2.0,2,"Die Therapeutin erkennt ihre Rolle als Fachperson an und erwähnt den differenzierten Ansatz in der europäischen Therapie, der auf umfassenden Fragen basiert. Dies zeigt eine gewisse Sensibilität für unterschiedliche therapeutische Ansätze. Allerdings wird das subjektive Krankheits- und Heilungsvorstellungen der Patientin nicht explizit erfragt. Es fehlen klare Fragen nach der persönlichen Erklärung der Beschwerden, Heilvorstellungen oder Erwartungen an die Therapie. Die Aussage bleibt auf die eigene Rolle und den therapeutischen Prozess in Europa beschränkt, ohne die Patientin in ihrem Erklärungsmodell zu validieren oder zu erkunden. Daher wird die Aufgabenstellung nur teilweise erfüllt.",,1,1.008,2026-07-14T18:27:29
AU01.002816,d1_illness_beliefs,V1_full_manual_baseline,qwen3-30b-a3b-instruct-2507,2.333,1,"Die Therapeut:in zeigt Empathie und bietet Unterstützung an, jedoch wird das subjektive Krankheits- und Heilungsvorstellungen der Patient:in nicht explizit erfragt. Es fehlen Fragen nach der persönlichen Erklärung der Beschwerden, Heilvorstellungen oder Erwartungen an die Therapie. Die Aussage bleibt auf allgemeine Hilfsbereitschaft und Verweis auf Methoden beschränkt, ohne das Erklärungsmodell der Patient:in zu validieren oder zu explorieren. Die Reaktion ist verständlich, aber nicht ausreichend auf die Zieldimension ausgerichtet.",,1,0.796,2026-07-14T18:27:30
AU01.002817,d1_illness_beliefs,V1_full_manual_baseline,qwen3-30b-a3b-instruct-2507,2.333,1,"Die Aussage zeigt eine grundlegende Anerkennung der Notwendigkeit der Zusammenarbeit, aber es erfolgt keine explizite Exploration der subjektiven Krankheits- oder Heilungsvorstellungen der Patient:in. Es fehlen Fragen nach dem Erklärungsmodell, Heilvorstellungen oder Erwartungen an die Therapie. Die Formulierung ist allgemein und wenig spezifisch, ohne die Sichtweise der Patient:in zu validieren oder zu reflektieren. Die Reaktion ist verständlich, aber nicht ausreichend auf die Zieldimension ausgerichtet.",,1,0.788,2026-07-14T18:27:31
AU01.002818,d1_illness_beliefs,V1_full_manual_baseline,qwen3-30b-a3b-instruct-2507,1.667,1,"Die Therapeut:in zeigt Empathie und versucht, die emotionale Situation der Patient:in zu validieren, indem sie Einsamkeit und den Verlust einer Beziehung thematisiert. Allerdings wird das subjektive Krankheits- und Heilungsvorstellungsmodell der Patient:in nicht explizit erfragt. Es fehlen Fragen nach der persönlichen Erklärung der Beschwerden, Heilvorstellungen oder Erwartungen an die Therapie. Die Aussage bleibt auf der Ebene der Symptomatik und der emotionalen Reaktion beschränkt, ohne die zielgerichtete Exploration des individuellen Erklärungs- und Heilungskonzepts zu initiieren. Die Formulierung ist verständlich, aber die Aufgabenstellung zur Exploration der subjektiven Krankheits- und Heilungsvorstellungen wird nicht erfüllt.",,1,1.041,2026-07-14T18:27:32
AU01.002842,d1_illness_beliefs,V1_full_manual_baseline,qwen3-30b-a3b-instruct-2507,1.0,0,"Das Transkript enthält keine explizite Exploration der subjektiven Krankheits- oder Heilungsvorstellungen der Patient:in. Die Aussage ist fragend formuliert, aber nicht adressiert, wie die Patient:in ihre Probleme selbst erklärt oder was sie als Heilung erwartet. Es fehlen alle relevanten Leistungsmerkmale wie das Fassen von Erklärungsmodellen in eigenen Worten, das Nachfragen nach Heilvorstellungen oder das Klären von Erwartungen. Die Formulierung ist zudem unklar und könnte als rhetorische Frage missverstanden werden, was die Gesprächsführung beeinträchtigt. Es wird keine Validierung, Verständnis oder Anpassung des therapeutischen Stils gezeigt.",,1,0.953,2026-07-14T18:27:33
AU01.002843,d1_illness_beliefs,V1_full_manual_baseline,qwen3-30b-a3b-instruct-2507,2.333,2,"Die Aussage zeigt eine kooperative Haltung und die Absicht, gemeinsam mit der Patient:in zu arbeiten. Es wird angedeutet, dass die Schwierigkeiten und mögliche Ressourcen (Kassierten) gemeinsam erforscht werden sollen. Allerdings wird das subjektive Krankheits- und Heilungsvorstellungen der Patient:in nicht explizit erfragt. Es fehlen klare Fragen nach der persönlichen Erklärung der Beschwerden, Heilvorstellungen oder Erwartungen an die Therapie. Die Formulierung ist verständlich und angemessen, erfüllt aber nur die grundlegende Aufgabenstellung, ohne die spezifische Dimension der Exploration von Erklärungs- und Heilvorstellungen zu adressieren.",,1,0.95,2026-07-14T18:27:34
AU01.002844,d1_illness_beliefs,V1_full_manual_baseline,qwen3-30b-a3b-instruct-2507,2.0,2,"Die Therapeut:in zeigt Verständnis für die emotionale Belastung durch die Gedanken an die Eltern und die Investitionen, die diese für die Patient:in geleistet haben. Es wird eine emotionale Reaktion anerkannt („das erst mal schlaflos macht“), was eine Form der Validierung darstellt. Allerdings wird das subjektive Erklärungsmodell der Patient:in – also wie sie ihre Probleme selbst versteht – nicht explizit erfragt. Es fehlen Fragen nach der eigenen Deutung der Beschwerden, Heilvorstellungen oder Erwartungen an die Therapie. Die Reaktion bleibt auf der Ebene der Empathie und der emotionalen Validierung, ohne die explizite Exploration des Krankheits- und Heilungsvorstellungsmodells zu vollziehen, was für die Bewertungsdimension zentral ist. Daher wird eine Bewertung von 2 vergeben, da die Aufgabenstellung in Teilen erfüllt ist, aber nicht vollständig.",,1,1.287,2026-07-14T18:27:35
AU01.003024,d1_illness_beliefs,V1_full_manual_baseline,qwen3-30b-a3b-instruct-2507,2.667,2,"Die Therapeut:in reagiert auf eine Aussage der Patient:in mit einer klaren, verständlichen Frage, die darauf abzielt, die subjektive Sichtweise zu erforschen („Was meinen Sie damit?“). Dies zeigt eine grundlegende Exploration des Erklärungsmodells. Allerdings wird das Erklärungsmodell nicht explizit zusammengefasst, nach Heilvorstellungen oder Erwartungen an die Therapie gefragt, und es fehlt eine Validierung der Sichtweise oder eine Anpassung des therapeutischen Stils. Die Reaktion erfüllt die Aufgabenstellung auf einem grundlegenden Niveau, aber ohne die tiefergehenden, dimensionsspezifischen Leistungsmerkmale, die für eine Bewertung von 3 oder 4 erforderlich wären.",,1,1.04,2026-07-14T18:27:36
AU01.003025,d1_illness_beliefs,V1_full_manual_baseline,qwen3-30b-a3b-instruct-2507,2.333,2,"Die Therapeutin zeigt Verständnis für die individuelle Lebenserfahrung der Patientin und betont die gemeinsame Arbeit im Therapieprozess. Sie validiert die subjektive Erfahrung der Patientin, indem sie sagt: 'Ich glaube Ihnen. Sie leiden unter Schwierigkeiten, Sie haben gesagt.' Allerdings wird das subjektive Erklärungsmodell der Patientin zur Krankheit oder Heilung nicht explizit erfragt. Es fehlen konkrete Fragen nach der persönlichen Krankheits- oder Heilungsvorstellung (z. B. 'Wie erklären Sie sich Ihre Beschwerden?', 'Was glauben Sie, könnte Ihnen helfen?'). Die Aussage 'Ich bin hier und ich unterstütze. Ich kann ein Guide sein' ist eine klare Rollenklärung, aber die Exploration der subjektiven Vorstellungen bleibt ungenügend. Die Reaktion ist verständlich und angemessen, erfüllt aber nur teilweise die Aufgabenstellung, da die explizite Exploration der Krankheits- und Heilungsvorstellungen fehlt.",,1,23.417,2026-07-14T18:28:00
AU01.003026,d1_illness_beliefs,V1_full_manual_baseline,qwen3-30b-a3b-instruct-2507,2.333,2,"Die Therapeutin zeigt Verständnis für die Belastung des Wiederholens und betont die Notwendigkeit einer gemeinsamen Arbeit. Sie definiert ihre Rolle als Expertin, die gemeinsam mit der Patientin Lösungen finden kann, und akzeptiert, dass tiefe Themen Zeit brauchen. Allerdings wird das subjektive Krankheits- und Heilungsvorstellungen der Patientin nicht explizit erfragt. Es fehlen Fragen nach der persönlichen Erklärung der Beschwerden, Heilvorstellungen oder Erwartungen an die Therapie. Die Reaktion ist angemessen und verständlich, erfüllt aber nur teilweise die Aufgabenstellung, da die Exploration des subjektiven Erklärungsmodells und der Heilvorstellungen fehlt.",,1,1.211,2026-07-14T18:28:01
AU01.003056,d1_illness_beliefs,V1_full_manual_baseline,qwen3-30b-a3b-instruct-2507,2.0,1,"Die Aussage des Therapeuten ist allgemein formuliert und zielt auf die Beschreibung der Symptome ab, ohne explizit nach dem subjektiven Krankheits- oder Heilungsvorstellungen der Patientin zu fragen. Es fehlen klare Fragen zur Erklärung der Beschwerden (z. B. 'Wie erklären Sie sich Ihre Beschwerden selbst?') oder zur Heilungsvorstellung (z. B. 'Was glauben Sie, könnte Ihnen helfen?'). Auch eine Validierung der Sichtweise oder eine Anpassung des therapeutischen Stils an die Patientin fehlt. Die Aussage ist verständlich, aber nicht ausreichend, um die Zieldimension der Exploration subjektiver Krankheits- und Heilungsvorstellungen zu erfüllen.",,1,1.915,2026-07-14T18:28:03
AU01.003057,d1_illness_beliefs,V1_full_manual_baseline,qwen3-30b-a3b-instruct-2507,1.333,1,"Die Therapeut:in zeigt Empathie und berücksichtigt emotionale Belastung und Schuldgefühle, jedoch wird das subjektive Krankheits- und Heilungsvorstellungsmodell der Patient:in nicht explizit erfragt. Es erfolgt keine Frage nach der persönlichen Erklärung der Beschwerden, nach Heilvorstellungen oder Erwartungen an die Therapie. Die Aussage bleibt auf eine Interpretation der Situation beschränkt, ohne die Patient:in in die Erklärung ihres Erlebens einzubeziehen. Es fehlen zentrale Leistungsmerkmale wie das Fassen von Erklärungsmodellen in eigenen Worten oder das Explorieren von Heilvorstellungen. Die Reaktion ist verständlich, aber nicht ausreichend auf die Zieldimension ausgerichtet.",,1,1.111,2026-07-14T18:28:04
AU01.003058,d1_illness_beliefs,V1_full_manual_baseline,qwen3-30b-a3b-instruct-2507,1.0,2,"Die Therapeut:in erkennt die subjektive Zuordnung der Probleme zu einem Konflikt mit der Familie und fragt implizit nach dem Zusammenhang (»vielleicht denken Sie, dass es eine Art Strafe für Sie sein könnte«). Allerdings wird das Erklärungsmodell der Patient:in nicht explizit erfragt, sondern vermutet und direkt korrigiert (»ich sehe, dass es nicht zusammenhängt, sondern dass diese Ereignisse nicht zusammenhängen, dass es keine Strafe ist«). Dies entspricht einer Abwertung des subjektiven Krankheitsverständnisses. Es erfolgt keine Validierung der Sichtweise, keine Exploration von Heilvorstellungen oder Erwartungen an die Therapie. Die Reaktion ist zudem etwas verschachtelt und unklar formuliert, was die Verständlichkeit beeinträchtigt. Obwohl ein Ansatz zur Exploration vorhanden ist, wird die zielgerichtete Erhebung subjektiver Krankheits- und Heilungsvorstellungen nicht ausreichend umgesetzt.",,1,1.27,2026-07-14T18:28:06
AU01.003136,d1_illness_beliefs,V1_full_manual_baseline,qwen3-30b-a3b-instruct-2507,3.667,3,"Die Therapeut:in fragt explizit nach der subjektiven Erklärung der Symptomverschärfung im Zusammenhang mit dem Kontaktabbruch von der Familie, was die Exploration des Krankheitsverständnisses betrifft. Die Frage 'Was vermuten Sie denn, worin das begründet liegt...' ist direkt auf das Erklärungsmodell der Patient:in ausgerichtet. Allerdings fehlt eine Validierung der Sichtweise, eine Klärung von Erwartungen an die Therapie oder eine Reaktion auf mögliche Zweifel. Es wird kein Versuch unternommen, das Erklärungsmodell in eigenen Worten zusammenzufassen oder die Rolle des Therapeuten zu definieren. Die Frage ist jedoch zielgerichtet und sensitiv formuliert, was für eine Bewertung von 3 spricht.",,1,1.061,2026-07-14T18:28:07
AU01.003137,d1_illness_beliefs,V1_full_manual_baseline,qwen3-30b-a3b-instruct-2507,2.333,2,"Die Aussage zeigt eine grundlegende Haltung, die darauf abzielt, die persönliche Geschichte der Patientin zu verstehen, vergleichbar mit dem Lesen eines Buches. Dies deutet auf eine offene, explorative Haltung hin. Allerdings wird keine explizite Exploration der subjektiven Krankheits- oder Heilungsvorstellungen der Patientin durchgeführt. Es fehlen konkrete Fragen nach dem eigenen Erklärungsmodell, Heilvorstellungen oder Erwartungen an die Therapie. Die Reaktion bleibt auf eine allgemeine Beschreibung des therapeutischen Ansatzes beschränkt und erfüllt damit die Aufgabenstellung nur teilweise. Die Gesprächsführung ist verständlich, aber nicht ausreichend auf die spezifische Dimension ausgerichtet.",,1,0.959,2026-07-14T18:28:08
AU01.003138,d1_illness_beliefs,V1_full_manual_baseline,qwen3-30b-a3b-instruct-2507,3.667,1,"Die Therapeut:in zeigt Empathie und versucht, die emotionale Belastung zu validieren, jedoch fragt sie nach dem Grund für eine mögliche Strafe Gottes, was eine suggestive und abwertende Formulierung darstellt. Es wird kein explizites Erklärungsmodell der Patient:in erfragt, sondern die Therapeut:in setzt eine religiöse Deutung voraus, die nicht im Transkript enthalten ist. Es erfolgt keine Exploration der subjektiven Krankheits- oder Heilungsvorstellungen der Patient:in, sondern eine implizite Verurteilung oder Interpretation, die die Patient:in nicht selbst formuliert hat. Die Frage ist zudem suggestiv und könnte die Patient:in in die Defensive drängen. Keine Validierung der Sichtweise, keine Klärung von Erwartungen oder Rollenverständnis. Die Reaktion ist unklar und könnte als abwertend wahrgenommen werden.",,1,1.151,2026-07-14T18:28:09
AU01.003157,d1_illness_beliefs,V1_full_manual_baseline,qwen3-30b-a3b-instruct-2507,2.333,2,"Die Aussage zeigt eine grundlegende Bereitschaft, mehr Informationen zu erfragen und auf kulturelle Unterschiede einzugehen, was auf eine ansatzweise flexible Haltung hindeutet. Allerdings wird das subjektive Krankheits- und Heilungsvorstellungen der Patient:in nicht explizit erfragt. Es fehlen konkrete Fragen nach der persönlichen Erklärung der Beschwerden, Heilvorstellungen oder Erwartungen an die Therapie. Die Reaktion bleibt allgemein und bezieht sich nicht direkt auf das Erklärungsmodell der Patient:in. Daher wird die Aufgabenstellung nur teilweise erfüllt, was einer Bewertung von 2 entspricht.",,1,1.084,2026-07-14T18:28:10
AU01.003158,d1_illness_beliefs,V1_full_manual_baseline,qwen3-30b-a3b-instruct-2507,2.667,2,"Die Therapeutin erkennt die Expertise der Patientin in Bezug auf sich selbst an und betont die Zusammenarbeit zweier Expertisen. Sie erklärt den Zweck der Fragen, um gemeinsam Erkenntnisse zu gewinnen. Allerdings wird das subjektive Krankheits- und Heilungsvorstellungen der Patientin nicht explizit erfragt. Es fehlen Fragen nach der persönlichen Erklärung der Beschwerden, Heilvorstellungen oder Erwartungen an die Therapie. Die Aussage bleibt auf der Ebene der methodischen Begründung der Fragestellung, ohne die zielgerichtete Exploration des individuellen Erklärungsmodells oder Heilungsglaubens zu umfassen. Daher wird die Aufgabenstellung nur teilweise erfüllt.",,1,1.027,2026-07-14T18:28:11
AU01.003159,d1_illness_beliefs,V1_full_manual_baseline,qwen3-30b-a3b-instruct-2507,3.667,3,"Die Therapeut:in fragt explizit nach dem subjektiven Erklärungsmodell der Patient:in, indem sie die Vorstellung einer Strafe oder eines Fluchs anspricht. Dies zeigt eine Exploration der Krankheitsvorstellung. Allerdings wird die Frage eher suggestiv formuliert und beinhaltet eine Interpretation, die nicht direkt aus dem Patient:in-Statement abgeleitet ist. Es fehlt eine klare Validierung der Sichtweise und eine offene, nicht beeinflussende Weiterfrage zur Heilungsvorstellung oder zu Erwartungen an die Therapie. Die Formulierung ist etwas unklar und könnte als interpretativ und leicht beeinflussend wirken, was die Gesprächsführung beeinträchtigt. Dennoch wird die zentrale Dimension der subjektiven Krankheitsvorstellung angesprochen, was eine Bewertung von 3 rechtfertigt.",,1,1.332,2026-07-14T18:28:13
AU01.003232,d1_illness_beliefs,V1_full_manual_baseline,qwen3-30b-a3b-instruct-2507,1.333,2,"Die Therapeut:in zeigt Verständnis für die emotionale Belastung der Flucht und die damit verbundenen Schuldgefühle, was eine Form der Validierung darstellt. Die Frage nach den Gefühlen der Familie („Denken sie denn, ihre Familie bereut die Entscheidung?“) ist eine indirekte Anfrage nach der subjektiven Sichtweise der Patient:in, aber es fehlt eine explizite Exploration des Erklärungsmodells der Beschwerden oder der Heilvorstellungen. Es wird nicht nach der persönlichen Deutung der Probleme, nach Heilungserwartungen oder nach der Rolle der Therapie gefragt. Die Reaktion ist verständlich und angemessen, erfüllt aber nur teilweise die Aufgabenstellung, da die explizite Erkundung subjektiver Krankheits- und Heilungsvorstellungen fehlt.",,1,2.18,2026-07-14T18:28:15
AU01.003233,d1_illness_beliefs,V1_full_manual_baseline,qwen3-30b-a3b-instruct-2507,2.333,2,"Die Frage zielt auf die subjektive Wahrnehmung der Patientin bezüglich ihres familiären Kontakts und dessen Einfluss auf ihre Beschwerden ab, was die Exploration des Erklärungsmodells anspricht. Allerdings wird das Erklärungsmodell der Patientin nicht explizit erfragt, sondern nur eine Vermutung über deren Gedankenwelt angenommen. Es fehlt eine direkte Frage nach Heilvorstellungen, Erwartungen an die Therapie oder eine Validierung der Sichtweise. Die Formulierung ist angemessen verständlich, aber die Exploration der subjektiven Krankheits- und Heilungsvorstellungen bleibt oberflächlich und nicht ausreichend tiefgehend. Daher wird eine Bewertung von 2 vergeben, da die Aufgabenstellung erfüllt ist, aber nicht exzellent umgesetzt.",,1,1.318,2026-07-14T18:28:16
AU01.003234,d1_illness_beliefs,V1_full_manual_baseline,qwen3-30b-a3b-instruct-2507,2.333,2,"Die Therapeut:in betont die Eigenverantwortung der Patient:in und die Notwendigkeit, selbst über das eigene Leid zu berichten, was die Grundlage für eine gemeinsame Erkundung bildet. Es wird anerkannt, dass die Patient:in der Experte ihres Lebens ist. Allerdings wird keine explizite Exploration der subjektiven Krankheits- oder Heilungsvorstellungen durch Fragen oder Zusammenfassungen angestoßen. Es fehlen konkrete Fragen nach dem Erklärungsmodell (z. B. 'Wie erklären Sie sich Ihre Beschwerden?') oder nach Heilvorstellungen (z. B. 'Was glauben Sie, könnte Ihnen helfen?'). Die Aussage bleibt auf einer allgemeinen Ebene und erfüllt die Aufgabenstellung nur teilweise, da die explizite Erkundung des subjektiven Krankheits- und Heilungsvorstellens fehlt. Die Gesprächsführung ist angemessen und verständlich, aber nicht ausreichend für eine höhere Bewertung.",,1,1.238,2026-07-14T18:28:18
AU01.003259,d1_illness_beliefs,V1_full_manual_baseline,qwen3-30b-a3b-instruct-2507,2.667,2,"Die Therapeut:in zeigt Verständnis für mögliche Frustration durch Wiederholungen und betont die gemeinsame Zusammenarbeit sowie die Expertise der Patient:in bezüglich ihres Problems. Dies entspricht einem grundlegenden Aspekt der Aufgabenstellung, nämlich die Rolle der Patient:in als Experte zu anerkennen. Allerdings wird das subjektive Krankheits- und Heilungsvorstellungen der Patient:in nicht explizit erfragt oder validiert. Es fehlen konkrete Fragen nach Erklärungsmodellen, Heilvorstellungen oder Erwartungen an die Therapie. Die Aussage bleibt auf einer allgemeinen Ebene und erfüllt die Dimension nur teilweise, was eine Bewertung von 2 rechtfertigt.",,1,1.145,2026-07-14T18:28:19
AU01.003260,d1_illness_beliefs,V1_full_manual_baseline,qwen3-30b-a3b-instruct-2507,2.667,2,"Die Aussage zeigt eine grundlegende Anerkennung der Patient:inns Situation und betont die Notwendigkeit der Zusammenarbeit. Es wird anerkannt, dass der Diagnoseprozess Zeit braucht und sich wiederholen kann. Allerdings wird das subjektive Krankheits- und Heilungsvorstellungen der Patient:in nicht explizit erfragt. Es fehlen konkrete Fragen nach der persönlichen Erklärung der Beschwerden, Heilvorstellungen oder Erwartungen an die Therapie. Die Aussage bleibt auf einer allgemeinen Ebene und erfüllt die Aufgabenstellung nur teilweise, da keine Exploration des individuellen Erklärungsmodells oder der Heilungsvorstellungen erfolgt. Die Gesprächsführung ist angemessen und verständlich, aber nicht ausreichend für eine höhere Bewertung.",,1,1.036,2026-07-14T18:28:20
AU01.003261,d1_illness_beliefs,V1_full_manual_baseline,qwen3-30b-a3b-instruct-2507,2.0,2,"Die Therapeut:in zeigt Empathie und versucht, die subjektive Belastung der Patient:in zu validieren. Allerdings wird das subjektive Erklärungsmodell der Patient:in nicht explizit erfragt. Die Frage 'Können sie sich die Situation vielleicht auch anders nochmal erklären?' ist zu allgemein und nicht gezielt auf die Krankheits- oder Heilungsvorstellungen ausgerichtet. Es fehlen zentrale Leistungsmerkmale wie gezielte Fragen nach Erklärungsmodellen, Heilvorstellungen oder Erwartungen an die Therapie. Die Reaktion ist verständlich und angemessen, erfüllt aber nur die grundlegende Aufgabenstellung, ohne die explizite Exploration des subjektiven Krankheits- und Heilungsvorstellungsmodells zu leisten.",,1,1.152,2026-07-14T18:28:21
AU01.003278,d1_illness_beliefs,V1_full_manual_baseline,qwen3-30b-a3b-instruct-2507,2.0,2,"Die Aussage zeigt eine grundlegende Anerkennung der Schwierigkeit, sich mit dem eigenen Erleben auseinanderzusetzen, und beinhaltet einen Hinweis auf die gemeinsame Entwicklung eines Verständnisses für das Krankheitserleben. Dies entspricht einer grundlegenden Umsetzung der Aufgabenstellung, da der therapeutische Fokus auf dem Verständnis des subjektiven Krankheitserlebens liegt. Allerdings wird das subjektive Erklärungsmodell der Patient:in oder deren Heilvorstellungen nicht explizit erfragt, es fehlen zentrale Leistungsmerkmale wie Fragen nach der persönlichen Erklärung der Beschwerden oder nach Heilvorstellungen. Die Reaktion ist verständlich und angemessen, erfüllt aber nur die Mindestanforderungen der Dimension, ohne die explizite Exploration von Krankheits- und Heilungsvorstellungen zu zeigen.",,1,1.301,2026-07-14T18:28:22
AU01.003279,d1_illness_beliefs,V1_full_manual_baseline,qwen3-30b-a3b-instruct-2507,2.667,2,"Die Therapeutin zeigt eine offene Haltung und möchte gemeinsam mit der Patientin das aktuelle Befinden und dessen Ursachen verstehen. Sie erwähnt, dass sie sich wünscht, gemeinsam das Problem genauer anzuschauen, was auf eine explorative Haltung hindeutet. Allerdings wird das subjektive Erklärungsmodell der Patientin oder ihre Heilvorstellungen nicht explizit abgefragt. Es fehlen konkrete Fragen nach der persönlichen Krankheits- oder Heilvorstellung, wie z. B. 'Wie erklären Sie sich Ihre Beschwerden?' oder 'Was glauben Sie, könnte Ihnen helfen?'. Die Aussage bleibt allgemein und beinhaltet keine Validierung oder Anpassung an die Patientin, wie sie im Manual gefordert ist. Daher wird die Aufgabenstellung teilweise erfüllt, aber nicht ausreichend explizit im Sinne der Dimension 'subjektive Krankheits- und Heilungsvorstellungen erfragen'.",,1,1.19,2026-07-14T18:28:24
AU01.003280,d1_illness_beliefs,V1_full_manual_baseline,qwen3-30b-a3b-instruct-2507,2.667,1,"Die Aussage zeigt Verständnis für die emotionale Belastung der Patientin und validiert ihre Empfindungen, jedoch wird das subjektive Erklärungsmodell oder die Heilungsvorstellungen der Patientin nicht explizit erfragt. Es fehlen Fragen nach der persönlichen Deutung der Probleme (z. B. 'Wie erklären Sie sich Ihre Beschwerden?'), nach Heilvorstellungen oder Erwartungen an die Therapie. Die Reaktion bleibt auf die Validierung der emotionalen Reaktion beschränkt, ohne die geforderte Exploration des Krankheits- und Heilungsvorstellungsmodells zu leisten. Daher ist die Aufgabenstellung nur unzureichend erfüllt.",,1,0.907,2026-07-14T18:28:25
AU01.003296,d1_illness_beliefs,V1_full_manual_baseline,qwen3-30b-a3b-instruct-2507,3.667,3,"Die Therapeut:in fragt explizit nach dem subjektiven Verständnis der Patient:in, indem sie nach der Bedeutung von 'Strafe Gottes' und den damit verbundenen Gedanken fragt. Dies entspricht dem Kriterium, Heilvorstellungen und Erklärungsmodelle zu erforschen. Die Formulierung ist verständlich und sensitiv. Allerdings fehlt eine klare Zusammenfassung des Erklärungsmodells in eigenen Worten, eine Validierung der Sichtweise oder eine explizite Klärung der therapeutischen Rolle. Die Frage ist zielgerichtet, aber nicht ausreichend tiefgehend, um die volle Bandbreite der Leistungsmerkmale zu erfüllen. Daher wird eine Bewertung von 3 vergeben.",,1,1.025,2026-07-14T18:28:26
AU01.003297,d1_illness_beliefs,V1_full_manual_baseline,qwen3-30b-a3b-instruct-2507,3.667,2,"Die Therapeut:in zeigt eine grundlegende Anerkennung der subjektiven Sichtweise der Patient:in und betont die Bedeutung der gemeinsamen Erkundung von Ursachen und Verständnis der Erkrankung. Es wird angedeutet, dass unterschiedliche Erklärungsmodelle existieren können und dass diese gemeinsam bearbeitet werden sollen. Allerdings erfolgt keine explizite, direkte Frage nach dem subjektiven Krankheits- oder Heilungsvorstellungen der Patient:in (z. B. durch Fragen wie 'Wie erklären Sie sich Ihre Beschwerden?' oder 'Was glauben Sie, könnte Ihnen helfen?'). Die Formulierung bleibt allgemein und nicht direkt auf die Exploration des individuellen Erklärungsmodells ausgerichtet. Die Reaktion ist verständlich und angemessen, erfüllt aber nur die grundlegende Aufgabenstellung, ohne die spezifischen Leistungsmerkmale der Dimension exakt umzusetzen.",,1,1.256,2026-07-14T18:28:27
AU01.003298,d1_illness_beliefs,V1_full_manual_baseline,qwen3-30b-a3b-instruct-2507,4.0,3,"Die Therapeut:in zeigt Verständnis für die belastende Situation und validiert die subjektive Wahrnehmung des Patienten, dass die Probleme nicht zufällig sind. Die Frage 'Was denken Sie denn, wie das zusammenhängt mit dem Kontaktabbruch?' zielt explizit auf das subjektive Erklärungsmodell ab und eröffnet Raum für die Darstellung der persönlichen Deutung des Zusammenhangs. Dies entspricht einem zentralen Leistungsmerkmal der Dimension. Allerdings fehlt eine explizite Exploration von Heilvorstellungen oder klare Validierung des Erklärungsmodells in eigenen Worten. Die Formulierung ist angemessen und verständlich, aber die Tiefe der Exploration bleibt begrenzt. Daher wird eine Bewertung von 3 vergeben.",,1,1.219,2026-07-14T18:28:28
AU01.003330,d1_illness_beliefs,V1_full_manual_baseline,qwen3-30b-a3b-instruct-2507,3.333,2,"Die Therapeut:in erkennt Schuldgefühle bei der Patient:in und fragt nach deren Ursachen und möglichen Hilfsmitteln. Es erfolgt eine explorative Frage zu den Schuldgefühlen und deren Bezug zum Erwachsenwerden sowie zur Heilung. Allerdings wird das subjektive Erklärungsmodell der Patient:in nicht explizit abgefragt (z. B. durch direkte Fragen wie 'Wie erklären Sie sich Ihre Schuldgefühle?' oder 'Was glauben Sie, woher diese Schuld kommt?'). Auch eine Validierung des Erklärungsmodells oder eine klare Definition der therapeutischen Rolle fehlt. Die Fragestellung ist verständlich, aber nicht ausreichend spezifisch, um die Dimension 'subjektive Krankheits- und Heilungsvorstellungen erfragen' exzellent umzusetzen. Die Aufgabenstellung wird jedoch erfüllt, da zumindest eine explorative Auseinandersetzung mit dem subjektiven Erleben und Heilungserwartungen stattfindet.",,1,1.417,2026-07-14T18:28:30
AU01.003331,d1_illness_beliefs,V1_full_manual_baseline,qwen3-30b-a3b-instruct-2507,1.667,2,"Die Therapeut:in zeigt eine grundlegende Anerkennung der Patient:in als Expert:in für ihr eigenes Leben, was ein zentrales Merkmal der transkulturellen Kompetenz ist. Allerdings wird die explizite Exploration der subjektiven Krankheits- und Heilungsvorstellungen nicht umgesetzt. Es fehlen Fragen nach dem Erklärungsmodell der Beschwerden, nach Heilvorstellungen oder nach Erwartungen an die Therapie. Die Aussage bleibt auf einer allgemeinen, unterstützenden Ebene, ohne die spezifische Dimension der subjektiven Krankheits- und Heilungsvorstellungen zu erforschen. Daher wird die Aufgabenstellung nur teilweise erfüllt.",,1,0.934,2026-07-14T18:28:31
AU01.003332,d1_illness_beliefs,V1_full_manual_baseline,qwen3-30b-a3b-instruct-2507,3.333,4,"Die Therapeut:in fragt explizit nach dem subjektiven Erklärungsmodell der Patient:in, indem sie nach der Bezeichnung des Zusammenhangs zwischen den Ereignissen und den Beschwerden fragt und die Bedeutung dieses Zusammenhangs für die Patient:in eruiert. Die Formulierung 'Wie würden Sie diesen Zusammenhang... bezeichnen?' zielt direkt auf das subjektive Krankheitsverständnis ab. Die zweite Frage 'Warum hilft es Ihnen, einen Zusammenhang zu sehen...' erfasst zudem die Heilungsvorstellungen und die psychosoziale Funktion des Erklärungsmodells. Die Fragen sind klar, verständlich und fördern die Offenbarung des individuellen Erklärungsmodells. Damit werden zentrale Leistungsmerkmale des Manuals erfüllt: Exploration des Erklärungsmodells, Validierung der Sichtweise und Sensibilität gegenüber der Bedeutung des Zusammenhangs für die Patient:in.",,1,1.178,2026-07-14T18:28:32
