id,dimension,text,rater_one,rater_two,rater_three,average_score,ColumnID,Text,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,BigWords,Dic,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,det,article,number,prep,auxverb,adverb,conj,negate,verb,adj,quantity,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,Culture,politic,ethnicity,tech,Lifestyle,leisure,home,work,money,relig,Physical,health,illness,wellness,mental,substances,sexual,food,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,Perception,attention,motion,space,visual,auditory,feeling,time,focuspast,focuspresent,focusfuture,Conversation,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP,Emoji
AU01.001121,d1_illness_beliefs,"Ich verstehe gut, dass sie das sehr beschäftigt, dass sie ihre Eltern ohne Geld zurückgelassen haben, aber ich glaube auch, dass es für ihre Eltern sehr wichtig war, das Geld aufzubringen, damit sie flüchten und sich ein neues Leben aufbauen können, ein besseres Leben als das, was sie in ihrem Herkunftsland gehabt haben.",1,2,1,1.333,text_en,"I understand that they are very concerned about leaving their parents without money, but I also believe that it was very important for their parents to raise the money so that they could escape and build a new life, a better life than the one they had in their country of origin.",1,52,14.062,73.145,89.393,79.29,52,17.308,98.077,76.923,63.462,23.077,15.385,3.846,0,0,0,11.538,7.692,19.231,7.692,0,13.462,7.692,11.538,9.615,0,13.462,7.692,0,5.769,3.846,1.923,0,26.923,3.846,15.385,3.846,1.923,1.923,0,0,5.769,0,9.615,5.769,1.923,1.923,0,0,0,0,0,0,21.154,0,0,0,0,0,0,15.385,3.846,0,0,0,0,0,0,0,3.846,0,0,0,3.846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.923,0,11.538,9.615,0,5.769,3.846,0,0,0,3.846,3.846,1.923,0,0,0,0,0,0,5.769,1.923,3.846,0,0,0,0,0
AU01.001122,d1_illness_beliefs,"Ich möchte gerne versuchen, Sie dabei zu unterstützen, Ihre Panikattacken loszuwerden. Dafür ist es aber wichtig, dass wir beide besser verstehen, wann diese Panikattacken auftreten und welche Gedanken Sie in diesen Momenten haben.",2,2,2,2.0,text_en,"I would like to try to help you get rid of your panic attacks. However, it is important that we both better understand when these panic attacks occur and what thoughts you have in these moments.",1,36,4.548,98.752,10.181,20.235,18,19.444,97.222,75,58.333,27.778,13.889,2.778,2.778,8.333,0,0,13.889,13.889,0,0,11.111,8.333,5.556,8.333,0,19.444,5.556,2.778,11.111,5.556,5.556,0,25,0,16.667,5.556,0,8.333,0,0,2.778,0,27.778,13.889,13.889,16.667,5.556,11.111,11.111,0,0,0,13.889,2.778,2.778,0,0,0,0,11.111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.111,11.111,0,0,11.111,0,0,0,0,0,0,2.778,0,0,0,0,0,0,8.333,2.778,0,0,2.778,0,0,0,5.556,0,2.778,0,0,0,0,0,0,8.333,5.556,2.778,0,0,0,0,0
AU01.001130,d1_illness_beliefs,"Ich verstehe, dass Sie Zweifel gegenüber der Psychotherapie haben. Das ist ja auch erstmal eine ganz neue Situation für Sie und es ist bestimmt sehr, sehr ungewohnt jetzt für Sie hier zu sein. Was meinen Sie denn genau mit Strafe? Wofür möchte Sie Gott bestrafen?",2,4,3,3.0,text_en,"I understand that you have doubts about psychotherapy. This is a completely new situation for you and it is definitely very, very unusual for you to be here now. What exactly do you mean by punishment? What does God want to punish you for?",1,44,4.729,99,11.015,3.557,11,18.182,100,86.364,72.727,25,13.636,2.273,0,11.364,0,0,11.364,6.818,2.273,0,15.909,13.636,15.909,2.273,0,22.727,4.545,0,4.545,0,0,4.545,29.545,0,18.182,4.545,0,2.273,2.273,6.818,0,0,6.818,2.273,4.545,0,0,0,0,0,0,0,15.909,4.545,0,0,0,0,0,11.364,0,0,0,0,0,0,0,0,2.273,0,0,0,0,2.273,2.273,2.273,0,0,2.273,0,0,0,0,0,2.273,0,0,0,0,0,0,2.273,9.091,4.545,2.273,0,2.273,0,0,0,4.545,0,9.091,0,0,0,0,0,0,11.364,4.545,2.273,4.545,0,0,0,0
AU01.001132,d1_illness_beliefs,"Ich verstehe, dass es Ihnen schwerfällt, über Ihr Problem zu sprechen. Trotzdem ist es für mich ganz ganz wichtig, Sie ganz genau in Ihrer Thematik zu verstehen, damit ich Ihnen auch helfen kann und damit wir gemeinsam daran arbeiten können.",2,2,2,2.0,text_en,"I understand that you find it difficult to talk about your problem. Nevertheless, it is very important for me to understand your topic exactly so that I can help you and so that we can work on it together.",1,39,1,98.042,16.805,60.517,19.5,20.513,97.436,84.615,69.231,35.897,20.513,7.692,2.564,10.256,0,0,15.385,12.821,0,0,12.821,7.692,12.821,10.256,0,17.949,5.128,0,10.256,7.692,2.564,0,25.641,0,23.077,7.692,0,5.128,0,2.564,2.564,0,7.692,5.128,2.564,0,0,0,0,0,0,0,17.949,5.128,2.564,0,0,0,2.564,12.821,0,0,0,0,0,0,0,0,2.564,0,0,2.564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.692,2.564,0,0,0,0,0,0,0,0,7.692,0,0,0,0,0,0,7.692,5.128,2.564,0,0,0,0,0
AU01.001133,d1_illness_beliefs,"Das klingt für mich nach ziemlich belastenden Gedanken und ich kann verstehen, dass sie das von Schlafen abhält. Haben sie Schuldgefühle gegenüber ihren Eltern?",1,1,0,0.667,text_en,These sound like pretty stressful thoughts to me and I can understand that it's keeping her from sleeping. Do you feel guilty towards your parents?,1,25,7.03,98.383,63.354,1,12.5,28,100,84,64,32,20,8,0,8,4,0,12,16,0,0,16,12,4,4,0,28,8,0,4,4,0,0,28,0,24,16,0,4,4,0,0,0,16,4,12,12,0,12,4,0,8,0,16,0,0,0,0,0,0,16,4,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,4,0,4,0,0,0,16,0,0,0,0,0,0,12,4,0,4,0,4,0,0
AU01.001159,d1_illness_beliefs,"Mich würde interessieren, was sie genau unter Panikattacken verstehen.",1,1,1,1.0,text_en,I would be interested to know what exactly you mean by panic attacks.,1,13,31.069,81.783,30.984,1,13,23.077,100,61.538,53.846,23.077,15.385,7.692,0,7.692,0,0,7.692,0,0,0,15.385,15.385,0,0,0,23.077,0,0,0,0,0,0,30.769,0,30.769,15.385,0,7.692,0,7.692,0,0,23.077,7.692,15.385,15.385,0,15.385,15.385,0,0,0,7.692,0,0,0,0,0,0,7.692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.385,15.385,0,0,15.385,0,0,0,0,0,0,0,0,0,0,0,0,7.692,15.385,7.692,7.692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.692,7.692,0,0,0,0,0,0
AU01.001160,d1_illness_beliefs,"Das klingt, als hätten sie eine sehr große Skepsis der Psychotherapie gegenüber. Was sind denn genau ihre Befürchtungen?",0,2,3,1.667,text_en,It sounds like you are very skeptical about psychotherapy. What exactly are their fears?,1,14,2.348,99,2.357,1,7,21.429,100,64.286,64.286,28.571,14.286,0,0,7.143,0,7.143,14.286,7.143,0,0,14.286,14.286,14.286,0,0,14.286,0,0,0,0,0,0,28.571,0,14.286,7.143,0,0,7.143,7.143,0,0,14.286,0,14.286,14.286,0,14.286,7.143,0,0,0,14.286,0,0,0,0,0,0,14.286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.143,7.143,0,0,7.143,0,0,0,0,0,0,0,0,0,0,0,0,0,7.143,7.143,0,0,0,0,7.143,0,0,0,14.286,0,0,0,0,0,0,14.286,7.143,0,7.143,0,0,0,0
AU01.001200,d1_illness_beliefs,"Ich habe verstanden, dass die Einsamkeit sich für Sie gerade belastender anfühlt, als es die Beziehung war. Möchten Sie mir vielleicht trotzdem erzählen, was das Toxische an der Beziehung war?",2,1,0,1.0,text_en,I understand that loneliness feels more stressful for you than the relationship did. Would you still like to tell me what was toxic about the relationship?,1,26,41.981,93.129,30.984,1,13,19.231,100,88.462,69.231,23.077,15.385,7.692,0,7.692,0,0,7.692,15.385,7.692,0,19.231,11.538,7.692,3.846,0,23.077,11.538,3.846,7.692,7.692,0,0,23.077,0,15.385,7.692,0,3.846,0,0,3.846,0,11.538,0,11.538,7.692,0,7.692,3.846,0,3.846,0,19.231,3.846,0,0,0,0,3.846,15.385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.846,3.846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.692,3.846,0,0,0,0,0,3.846,0,7.692,3.846,0,0,0,0,0,0,7.692,3.846,0,3.846,0,0,0,0
AU01.001201,d1_illness_beliefs,"Genau, sie sind zu mir gekommen, um Unterstützung zu erhalten und damit ich ihnen gut helfen kann, ist es wichtig, dass ich ihre Situation möglichst genau verstehe. Und da ich nicht in sie reingucken kann, bin ich da einfach darauf angewiesen, dass sie mir das noch mal ein bisschen erläutern, bitte.",3,2,2,2.333,text_en,"Exactly, they came to me for support and so that I can help them well, it is important that I understand their situation as clearly as possible. And since I can't look into them, I just have to rely on you to explain it to me a little more, please.",1,50,5.217,19.669,63.354,99,25,16,98,88,72,30,22,12,0,2,0,8,8,10,2,0,20,8,8,12,2,18,8,4,2,2,0,0,20,0,18,4,2,4,2,4,2,0,8,8,0,0,0,0,0,0,0,0,18,8,6,2,0,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,6,2,2,2,2,0,0,2,2,6,4,0,0,0,0,0,14,4,8,0,0,2,0,0
AU01.001202,d1_illness_beliefs,"Sie glauben, es gibt einen Zusammenhang zwischen dem Kontaktabbruch und den Belastungen, die Sie jetzt auf Arbeit und in der Partnerschaft erleben. Können Sie mir erklären, wie Sie sich diesen Zusammenhang vorstellen?",4,4,4,4.0,text_en,You believe there is a connection between the break in contact and the stress you are now experiencing at work and in your relationship. Can you explain to me how you imagine this connection?,1,34,37.985,99,99,1.848,17,26.471,91.176,73.529,67.647,20.588,17.647,2.941,0,14.706,0,0,2.941,14.706,8.824,0,14.706,8.824,8.824,5.882,0,14.706,0,0,5.882,2.941,2.941,0,23.529,0,14.706,11.765,2.941,2.941,0,0,0,0,2.941,0,2.941,2.941,0,2.941,2.941,0,0,0,26.471,2.941,0,0,0,0,2.941,17.647,0,0,0,0,0,0,0,0,2.941,0,0,2.941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.882,17.647,0,0,17.647,0,0,0,2.941,0,11.765,0,0,0,0,0,0,5.882,2.941,0,2.941,0,0,0,0
AU01.001245,d1_illness_beliefs,"Wie meinen sie das? Das kann kein Zufall sein. Das klingt, als hätten sie eine Theorie dazu.",1,3,2,2.0,text_en,What do you mean? This can't be a coincidence. It sounds like they have a theory about it.,1,18,1.779,72.072,10.181,,6,5.556,94.444,77.778,77.778,33.333,11.111,0,0,5.556,0,5.556,22.222,16.667,11.111,0,11.111,22.222,5.556,0,5.556,22.222,0,0,0,0,0,0,16.667,0,16.667,11.111,0,5.556,0,0,5.556,0,0,0,0,0,0,0,0,0,0,0,11.111,0,0,0,0,0,0,11.111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.667,5.556,0,0,0,0,5.556,0,0,0,5.556,0,0,0,0,0,0,22.222,11.111,0,5.556,0,5.556,0,0
AU01.001246,d1_illness_beliefs,"Möchten Sie mir mehr über Ihre Beziehung zu Gott erzählen oder was es für Sie bedeutet, Ihr Bezug zum Glauben zu Gott?",0,2,1,1.0,text_en,"Would you like to tell me more about your relationship with God or what it means to you, your relationship to faith with God?",1,24,62.104,99,3.806,,24,8.333,100,79.167,70.833,29.167,20.833,4.167,0,16.667,0,0,8.333,12.5,0,0,29.167,4.167,4.167,4.167,0,12.5,4.167,4.167,8.333,8.333,0,0,12.5,0,12.5,4.167,0,4.167,4.167,0,4.167,0,0,0,0,0,0,0,0,0,0,0,29.167,4.167,0,0,0,0,4.167,25,0,0,0,0,0,0,0,0,12.5,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.167,0,0,0,0,0,0,0,0,0,4.167,0,0,0,0,0,0,8.333,0,4.167,4.167,0,0,0,0
AU01.001247,d1_illness_beliefs,"Erzählen Sie mir ein bisschen mehr darüber, was Sie erleben, wenn Sie so einsam sind. Wie geht es Ihnen dann?",1,1,1,1.0,text_en,Tell me a little more about what you experience when you are so lonely. How are you then?,1,18,1,99,77.167,1,9,5.556,94.444,94.444,77.778,27.778,22.222,5.556,0,16.667,0,0,5.556,11.111,5.556,0,5.556,11.111,22.222,16.667,0,16.667,16.667,11.111,0,0,0,0,22.222,0,5.556,5.556,5.556,0,0,0,0,0,5.556,0,5.556,5.556,0,5.556,0,0,5.556,0,22.222,5.556,0,0,0,0,5.556,16.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.111,0,11.111,0,0,0,0,0,0,11.111,5.556,0,5.556,0,0,0,0
AU01.001270,d1_illness_beliefs,"Ich verstehe, dass es Ihnen ganz wichtig ist, für Ihre Familie da zu sein und dass das ganz wichtig ist. Und vielleicht höre ich da auch ein bisschen raus, dass Sie Angst oder Sorge haben, dass das nicht mehr möglich sein wird, wenn Sie bei mir in Therapie sind. Und da bin ich mir ganz sicher, dass wir gemeinsam einen Weg finden, der Ihnen helfen kann, für Ihre Familie weiterhin da zu sein und trotzdem auch für sich zu sorgen. Weil Sie ja auch gesagt haben, Sie brauchen oder Sie wünschen sich Unterstützung, um mit den Panikattacken zurechtzukommen. Und da würde mich noch interessieren, was Ihre Idee davon ist, wie diese Panikattacken, warum diese Panikattacken da sind. Und vielleicht auch, was Sie sich vorstellen, was Ihnen dabei helfen könnte, mit den Panikattacken zurechtzukommen.",3,4,2,3.0,text_en,"I understand that it is very important to you to be there for your family and that this is very important. And maybe I can hear a little bit that you are afraid or worried that this will no longer be possible once you are in therapy with me. And I am absolutely sure that together we will find a way that can help you continue to be there for your family and still take care of yourself. Because you also said that you need or want support to cope with the panic attacks. And I would be interested to know what your idea is about how these panic attacks occur, why these panic attacks occur. And perhaps what you imagine would help you cope with the panic attacks.",1,129,2.446,98.108,14.965,3.383,21.5,14.729,98.45,82.171,67.442,24.806,13.953,3.876,0.775,9.302,0,0,10.853,15.504,3.101,0.775,10.078,12.403,10.078,7.752,0.775,20.155,6.202,3.101,4.651,4.651,0,0,27.132,0.775,17.829,6.202,2.326,4.651,3.876,0.775,1.55,0,13.178,5.426,7.752,7.752,0,7.752,7.752,0,0,0,15.504,3.876,3.101,0,0,0,0.775,11.628,1.55,0,0,0,0,0,0,0,0,0,0,0,0,0,8.527,8.527,0,0,7.752,0,0,0,0,0.775,0.775,0.775,0,0,0,0,0,0.775,6.977,6.202,0.775,0,3.876,0,0.775,0,1.55,0.775,6.202,1.55,0.775,0,0.775,0,0,5.426,4.651,0.775,0,0,0,0,0
AU01.001271,d1_illness_beliefs,"Da fühlen sie sich von mir nicht gut verstanden oder nicht verstanden vielleicht überhaupt, dass ich das Problem gar nicht richtig erfasst habe. Und das ist ja vielleicht eine Situation, die ihnen auch mit anderen Menschen begegnet, ein Gefühl, das ihnen mit anderen Menschen begegnet, im Kontakt, wenn sie über ihre Beziehung berichten oder auch über andere Situationen berichten. Wenn sie das so hören, haben sie das Gefühl, das ist ein Gefühl, das sie kennen.",2,2,2,2.0,text_en,"They feel like I don't understand them well, or maybe they don't understand me at all, that I haven't really grasped the problem at all. And this is perhaps a situation that you also encounter with other people, a feeling that you encounter with other people, in contact, when you report about your relationship or report about other situations. When they hear it like that, they feel like it's a feeling they know.",1,73,6.081,83.808,88.221,40.285,24.333,17.808,98.63,79.452,71.233,27.397,17.808,4.11,0,5.479,0,8.219,9.589,20.548,5.479,0,13.699,5.479,10.959,8.219,4.11,13.699,4.11,2.74,1.37,1.37,0,0,36.986,2.74,26.027,9.589,0,0,8.219,2.74,6.849,0,1.37,1.37,0,0,0,0,0,0,0,0,20.548,2.74,0,0,0,0,0,17.808,0,0,0,0,0,0,0,0,2.74,0,0,2.74,0,0,1.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.959,9.589,0,0,1.37,0,1.37,6.849,2.74,0,8.219,0,0,0,0,0,0,17.808,4.11,8.219,0,0,5.479,0,0
AU01.001272,d1_illness_beliefs,"Da wünschen Sie sich einer Person, die Ihnen sagt, worunter Sie leiden und was das Schwierige an der aktuellen Situation ist. Und vielleicht ist das auch was, was für Sie sehr schwierig war in den letzten Wochen und vielleicht auch Monaten, dass Sie das Gefühl haben, niemand kann Ihnen sagen, worunter Sie leiden bzw. vor allem was Sie tun können, damit die Situation besser wird. Und das ist wahnsinnig schwierig, so eine Situation mit einer so großen Unsicherheit, das kann ich gut nachvollziehen. Gleichzeitig ist es für mich ganz wichtig zu wissen, wie Ihre genaue Situation ist, weil jeder Mensch ist ein bisschen unterschiedlich und deswegen ist es ganz wichtig, dass wir zusammen herausfinden und stöbern, wie es Ihnen geht und wie es vielleicht zu der Situation kam, wie es hier jetzt aktuell ist. Deswegen möchte ich nochmal fragen, was Sie selbst denken, warum es Ihnen jetzt so geht, wie es Ihnen geht.",3,4,4,3.667,text_en,"You want someone who can tell you what you are suffering from and what is difficult about the current situation. And maybe that's something that has been very difficult for you in the last few weeks and maybe months, that you have the feeling that no one can tell you what you are suffering from or, above all, what you can do to make the situation better. And that is incredibly difficult, a situation like this with so much uncertainty, I can understand that. At the same time, it is very important for me to know what your exact situation is because every person is a little different and that is why it is very important that we find out together and find out how you are doing and how the situation that we are in now came about. That's why I'd like to ask again what you think about why you're feeling the way you are now.",1,158,2.269,98.635,25.882,20.235,31.6,14.557,100,91.139,74.051,25.949,12.025,1.899,1.266,8.228,0,0,13.924,15.823,5.696,0,11.392,15.823,11.392,6.329,0.633,24.051,8.861,4.43,2.532,1.899,0.633,0,43.038,2.532,24.051,5.696,4.43,4.43,3.797,0.633,1.899,0,6.329,3.165,3.165,2.532,1.266,1.266,0,0,0,0,13.291,1.899,0,0,0,0,1.899,11.392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.899,0,0,0,0,0,0,0,7.595,6.962,0,0.633,3.797,0,0,1.266,5.063,1.266,14.557,0,0,0,0,0,0,9.494,3.165,3.797,0,0,2.532,0,0
AU01.001299,d1_illness_beliefs,"Ich kann gut verstehen, dass sie etwas skeptisch sind. Ich meine, sie kennen mich ja auch noch gar nicht. Gleichzeitig bin ich mir es gewöhnt, mit Menschen zu arbeiten, die ähnliche Schwierigkeiten haben, wie sie. Wenn sie wollen, können wir auch einfach mal zusammen schauen, wohin das führt.",2,2,2,2.0,text_en,"I can well understand that you are a bit skeptical. I mean, they don't even know me yet. At the same time, I'm used to working with people who have similar difficulties as you. If you want, we can just see together where it leads.",1,45,1.779,77.409,77.167,3.724,11.25,13.333,100,86.667,64.444,26.667,22.222,8.889,2.222,6.667,0,2.222,4.444,6.667,4.444,0,8.889,13.333,11.111,4.444,2.222,26.667,6.667,2.222,8.889,4.444,4.444,2.222,40,0,31.111,8.889,4.444,8.889,6.667,0,6.667,0,6.667,2.222,4.444,2.222,0,2.222,0,0,0,0,15.556,0,0,0,0,0,0,15.556,0,0,0,0,0,0,0,0,2.222,0,0,2.222,0,0,0,0,0,0,0,0,0,0,0,0,2.222,0,0,0,0,0,0,0,13.333,4.444,0,0,2.222,2.222,0,0,4.444,2.222,11.111,0,0,0,0,0,0,20,8.889,6.667,0,0,4.444,0,0
AU01.001300,d1_illness_beliefs,"Ich kann sehr gut verstehen, dass Sie diese Gedanken vom Schlaf abhalten. Sie befinden sich auch in einer sehr schwierigen Situation. Haben Sie Interesse daran zusammenzuschauen, was Ihnen vielleicht helfen könnte, damit Sie manchmal etwas zur Ruhe kommen können?",3,3,2,2.667,text_en,I can very well understand that these thoughts are preventing you from sleeping. You are also in a very difficult situation. Are you interested in looking at what might help you so that you can sometimes relax a bit?,1,39,2.027,99,7.688,99,13,23.077,100,82.051,69.231,25.641,15.385,2.564,0,12.821,0,0,10.256,12.821,5.128,0,10.256,15.385,12.821,5.128,0,23.077,2.564,2.564,2.564,2.564,0,0,28.205,0,20.513,5.128,0,5.128,5.128,0,0,0,12.821,10.256,2.564,2.564,2.564,0,0,0,0,0,15.385,2.564,2.564,0,0,0,0,12.821,0,0,0,0,0,0,0,0,2.564,2.564,0,0,0,0,2.564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.564,2.564,0,10.256,2.564,0,5.128,2.564,0,0,2.564,0,12.821,2.564,0,0,0,0,0,7.692,5.128,0,2.564,0,0,0,0
AU01.001301,d1_illness_beliefs,"Ich sehe, dass es ihnen wirklich nicht gut geht. Gleichzeitig ist es mir ganz wichtig, sie richtig und richtig zu verstehen. Und deswegen wäre ich froh, wenn sie mir noch einmal erklären, was genau sie beschäftigt.",2,2,3,2.333,text_en,"I can see that they are really not doing well. At the same time, it is very important to me to understand them correctly and accurately. And that's why I would be happy if you explained to me again what exactly concerns you.",1,43,1,17.052,69.501,98.388,14.333,16.279,93.023,88.372,74.419,27.907,18.605,9.302,0,4.651,0,4.651,9.302,6.977,2.326,0,9.302,16.279,11.628,6.977,2.326,23.256,6.977,0,0,0,0,0,34.884,0,23.256,4.651,2.326,4.651,2.326,4.651,6.977,0,6.977,6.977,0,2.326,2.326,0,0,0,0,0,11.628,2.326,0,0,0,0,0,9.302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.651,2.326,0,0,0,2.326,0,0,4.651,2.326,9.302,0,0,0,0,0,0,11.628,6.977,2.326,0,0,2.326,0,0
AU01.001316,d1_illness_beliefs,"Damit haben Sie natürlich recht, es ist meine Aufgabe zu versuchen, Ihnen zu helfen, dass es Ihnen wieder etwas besser geht, aber das können wir nur gemeinsam schaffen. Ich brauche da auch auf jeden Fall Ihre Unterstützung.",2,2,2,2.0,text_en,"You're right, of course, it's my job to try to help you feel a little better, but we can only do that together. I definitely need your support here too.",1,30,2.14,98.752,1.909,99,15,10,100,83.333,63.333,26.667,20,6.667,3.333,10,0,0,6.667,13.333,3.333,0,10,13.333,13.333,3.333,0,26.667,10,3.333,16.667,10,6.667,0,33.333,0,26.667,3.333,0,10,0,10,3.333,0,10,10,0,0,0,0,0,0,0,0,20,6.667,6.667,0,0,0,0,13.333,0,0,0,0,0,0,0,0,3.333,0,0,3.333,0,0,0,0,0,0,0,0,0,0,0,3.333,0,0,0,0,0,0,0,0,16.667,6.667,0,0,3.333,0,0,3.333,0,0,13.333,0,0,0,0,0,0,23.333,6.667,10,0,0,6.667,0,0
AU01.001317,d1_illness_beliefs,"Sie haben mir in den letzten Minuten geschildert, wie schlecht es Ihnen in den letzten Wochen gegangen ist und wie belastet Sie sind. Und vielleicht kann nur Gott Ihnen die Krankheit nehmen, aber vielleicht kann ich Ihnen ja auch dabei helfen, dass es Ihnen jetzt in dem Moment, in den nächsten Tagen auch wieder etwas besser geht, etwas weniger schlecht geht.",2,2,2,2.0,text_en,"In the last few minutes you have described to me how badly you have been feeling in the last few weeks and how stressed you are. And maybe only God can take the illness away from you, but maybe I can also help you feel a little better right now, or feel a little less bad, in the next few days.",1,61,31.41,89.051,98.047,1.316,30.5,8.197,100,85.246,67.213,11.475,11.475,3.279,0,8.197,0,0,0,16.393,9.836,0,9.836,9.836,13.115,8.197,0,14.754,16.393,14.754,3.279,1.639,1.639,0,32.787,0,18.033,8.197,3.279,3.279,4.918,0,3.279,0,9.836,3.279,6.557,6.557,0,4.918,1.639,0,0,0,11.475,3.279,1.639,0,0,0,1.639,8.197,0,0,0,0,0,0,0,0,1.639,0,0,0,0,1.639,1.639,1.639,1.639,0,0,0,0,0,0,0,0,1.639,0,0,0,0,0,0,13.115,11.475,0,0,6.557,0,0,4.918,11.475,1.639,9.836,0,0,0,0,0,0,8.197,3.279,4.918,0,0,0,0,0
